Gene	Chromosome	Strand	Position	Raw DRS read count	pA peak number
AT1G73980	chr1	rev	27820157	70	2nd_peak
AT1G73990	chr1	fwd	27828904	58.1	2nd_peak
AT1G73990	chr1	fwd	27828921	70	1st_peak
AT1G74020	chr1	rev	27835164	21.9	3rd_peak
AT1G74020	chr1	rev	27835175	24.8	2nd_peak
AT1G74020	chr1	rev	27835198	210	1st_peak
AT1G74020	chr1	rev	27835223	16	4th_peak
AT1G74030	chr1	rev	27839186	25	2nd_peak
AT1G74030	chr1	rev	27839215	13.4	4th_peak
AT1G74030	chr1	rev	27839228	82.9	1st_peak
AT1G74030	chr1	rev	27839252	24	3rd_peak
AT1G74040	chr1	fwd	27845721	10	3rd_peak
AT1G74040	chr1	fwd	27845753	10.9	2nd_peak
AT1G74040	chr1	fwd	27845774	12	1st_peak
AT1G74050	chr1	rev	27847050	381	2nd_peak
AT1G74050	chr1	rev	27847070	49.8	4th_peak
AT1G74050	chr1	rev	27847096	273.1	3rd_peak
AT1G74050	chr1	rev	27847127	847.5	1st_peak
AT1G74050	chr1	rev	27847146	37	5th_peak
AT1G74050	chr1	rev	27847170	15.2	6th_peak
AT1G74060	chr1	rev	27849819	18.8	7th_peak
AT1G74060	chr1	rev	27849828	10.8	8th_peak
AT1G74060	chr1	rev	27849845	43.6	4th_peak
AT1G74060	chr1	rev	27849856	317.5	2nd_peak
AT1G74060	chr1	rev	27849872	695.2	1st_peak
AT1G74060	chr1	rev	27849885	81	3rd_peak
AT1G74060	chr1	rev	27849901	25.3	6th_peak
AT1G74060	chr1	rev	27849918	35.6	5th_peak
AT1G74070	chr1	rev	27851502	19	3rd_peak
AT1G74070	chr1	rev	27851602	186.4	1st_peak
AT1G74070	chr1	rev	27851728	29	2nd_peak
AT1G74090	chr1	fwd	27864189	179	1st_peak
AT1G74100	chr1	rev	27864349	297.6	1st_peak
AT1G74100	chr1	rev	27864357	149.8	2nd_peak
AT1G74120	chr1	rev	27871424	10	1st_peak
AT1G74160	chr1	fwd	27891314	16.3	2nd_peak
AT1G74160	chr1	fwd	27891332	16	3rd_peak
AT1G74160	chr1	fwd	27891408	11.9	4th_peak
AT1G74160	chr1	fwd	27891435	20.8	1st_peak
AT1G74200	chr1	rev	27906949	15.9	1st_peak
AT1G74210	chr1	fwd	27912861	30	3rd_peak
AT1G74210	chr1	fwd	27912881	133	1st_peak
AT1G74210	chr1	fwd	27912905	59.8	2nd_peak
AT1G74230	chr1	fwd	27917006	15	4th_peak
AT1G74230	chr1	fwd	27917025	19	3rd_peak
AT1G74230	chr1	fwd	27917045	43.3	2nd_peak
AT1G74230	chr1	fwd	27917051	203.7	1st_peak
AT1G74230	chr1	fwd	27917066	14	5th_peak
AT1G74240	chr1	fwd	27920138	15	1st_peak
AT1G74250	chr1	fwd	27922632	22.9	2nd_peak
AT1G74250	chr1	fwd	27922655	70.5	1st_peak
AT1G74260	chr1	rev	27922828	299	1st_peak
AT1G74270	chr1	rev	27928235	72.9	5th_peak
AT1G74270	chr1	rev	27928257	472	1st_peak
AT1G74270	chr1	rev	27928277	163.6	3rd_peak
AT1G74270	chr1	rev	27928293	174.4	2nd_peak
AT1G74270	chr1	rev	27928312	84	4th_peak
AT1G74310	chr1	rev	27936532	14	2nd_peak
AT1G74310	chr1	rev	27936552	17	1st_peak
AT1G74320	chr1	fwd	27943095	13	2nd_peak
AT1G74320	chr1	fwd	27943113	13	3rd_peak
AT1G74320	chr1	fwd	27943147	13	4th_peak
AT1G74320	chr1	fwd	27943170	36.8	1st_peak
AT1G74340	chr1	rev	27948075	34	3rd_peak
AT1G74340	chr1	rev	27948086	41	2nd_peak
AT1G74340	chr1	rev	27948097	25.4	4th_peak
AT1G74340	chr1	rev	27948124	78.8	1st_peak
AT1G74370	chr1	rev	27958086	10	1st_peak
AT1G74380	chr1	fwd	27961407	62.6	2nd_peak
AT1G74380	chr1	fwd	27961430	12	4th_peak
AT1G74380	chr1	fwd	27961453	111.1	1st_peak
AT1G74380	chr1	fwd	27961462	51.5	3rd_peak
AT1G74390	chr1	rev	27961537	16	1st_peak
AT1G74410	chr1	fwd	27967875	34.9	1st_peak
AT1G74410	chr1	fwd	27967927	20.8	2nd_peak
AT1G74430	chr1	fwd	27977261	33	1st_peak
AT1G74450	chr1	fwd	27984172	11	2nd_peak
AT1G74450	chr1	fwd	27984193	13.3	1st_peak
AT1G74450	chr1	fwd	27984240	11	3rd_peak
AT1G74458	chr1	fwd	27987609	30	2nd_peak
AT1G74458	chr1	fwd	27987653	10.4	3rd_peak
AT1G74458	chr1	fwd	27987665	50.7	1st_peak
AT1G74460	chr1	rev	27987958	214.2	1st_peak
AT1G74470	chr1	fwd	27992936	268.4	5th_peak
AT1G74470	chr1	fwd	27992957	361.6	4th_peak
AT1G74470	chr1	fwd	27992971	4161.6	1st_peak
AT1G74470	chr1	fwd	27992982	740	3rd_peak
AT1G74470	chr1	fwd	27993000	2385.5	2nd_peak
AT1G74470	chr1	fwd	27993019	65	6th_peak
AT1G74500	chr1	rev	27998176	66	1st_peak
AT1G74510	chr1	fwd	28007641	27.8	2nd_peak
AT1G74510	chr1	fwd	28007645	61.1	1st_peak
AT1G74520	chr1	rev	28007963	43.4	2nd_peak
AT1G74520	chr1	rev	28007975	330.6	1st_peak
AT1G74530	chr1	rev	28009592	10.3	3rd_peak
AT1G74530	chr1	rev	28009611	26.4	2nd_peak
AT1G74530	chr1	rev	28009629	47.5	1st_peak
AT1G74560	chr1	rev	28017576	21	5th_peak
AT1G74560	chr1	rev	28017584	90	3rd_peak
AT1G74560	chr1	rev	28017606	150.4	1st_peak
AT1G74560	chr1	rev	28017621	119.7	2nd_peak
AT1G74560	chr1	rev	28017626	41.9	4th_peak
AT1G74590	chr1	rev	28023713	25	1st_peak
AT1G74650	chr1	fwd	28043017	28	1st_peak
AT1G74660	chr1	rev	28047575	37	1st_peak
AT1G74660	chr1	rev	28047618	19	2nd_peak
AT1G74670	chr1	fwd	28053998	85.1	5th_peak
AT1G74670	chr1	fwd	28054009	12.5	6th_peak
AT1G74670	chr1	fwd	28054025	132.7	3rd_peak
AT1G74670	chr1	fwd	28054047	508	1st_peak
AT1G74670	chr1	fwd	28054129	467.5	2nd_peak
AT1G74670	chr1	fwd	28054147	114.5	4th_peak
AT1G74680	chr1	fwd	28061016	42.9	2nd_peak
AT1G74680	chr1	fwd	28061023	13.1	4th_peak
AT1G74680	chr1	fwd	28061072	49.5	1st_peak
AT1G74680	chr1	fwd	28061120	26	3rd_peak
AT1G74690	chr1	rev	28061159	26.4	3rd_peak
AT1G74690	chr1	rev	28061180	138	1st_peak
AT1G74690	chr1	rev	28061205	45	2nd_peak
AT1G74690	chr1	rev	28061273	11	4th_peak
AT1G74710	chr1	fwd	28074101	18.7	2nd_peak
AT1G74710	chr1	fwd	28074116	77.3	1st_peak
AT1G74720	chr1	fwd	28078554	10.3	2nd_peak
AT1G74720	chr1	fwd	28078651	11	1st_peak
AT1G74730	chr1	fwd	28079871	19	9th_peak
AT1G74730	chr1	fwd	28079884	42.9	8th_peak
AT1G74730	chr1	fwd	28079895	701.5	1st_peak
AT1G74730	chr1	fwd	28079904	159.8	6th_peak
AT1G74730	chr1	fwd	28079919	287	4th_peak
AT1G74730	chr1	fwd	28079932	133.1	7th_peak
AT1G74730	chr1	fwd	28079949	322.7	3rd_peak
AT1G74730	chr1	fwd	28079965	361.4	2nd_peak
AT1G74730	chr1	fwd	28079987	179.9	5th_peak
AT1G74730	chr1	fwd	28079996	14.4	10th_peak
AT1G74740	chr1	rev	28079948	101	1st_peak
AT1G74790	chr1	fwd	28101731	34.9	3rd_peak
AT1G74790	chr1	fwd	28101741	31.5	4th_peak
AT1G74790	chr1	fwd	28101772	141.2	1st_peak
AT1G74790	chr1	fwd	28101780	49.9	2nd_peak
AT1G74790	chr1	fwd	28101799	16.7	5th_peak
AT1G74800	chr1	rev	28101964	10.1	2nd_peak
AT1G74800	chr1	rev	28101969	21	1st_peak
AT1G74840	chr1	rev	28115898	19.9	6th_peak
AT1G74840	chr1	rev	28115910	343.1	1st_peak
AT1G74840	chr1	rev	28115921	95	3rd_peak
AT1G74840	chr1	rev	28115930	98.1	2nd_peak
AT1G74840	chr1	rev	28115948	20.7	5th_peak
AT1G74840	chr1	rev	28116043	13.3	7th_peak
AT1G74840	chr1	rev	28116050	55.7	4th_peak
AT1G74850	chr1	rev	28118856	17.8	1st_peak
AT1G74880	chr1	rev	28129820	61	4th_peak
AT1G74880	chr1	rev	28129842	12.8	6th_peak
AT1G74880	chr1	rev	28129850	21.9	5th_peak
AT1G74880	chr1	rev	28129866	90.6	3rd_peak
AT1G74880	chr1	rev	28129881	169.7	2nd_peak
AT1G74880	chr1	rev	28129906	516.8	1st_peak
AT1G74910	chr1	rev	28135504	121.6	3rd_peak
AT1G74910	chr1	rev	28135522	682.9	1st_peak
AT1G74910	chr1	rev	28135534	197.7	2nd_peak
AT1G74910	chr1	rev	28135577	19.3	4th_peak
AT1G74920	chr1	rev	28139026	961	1st_peak
AT1G74920	chr1	rev	28139045	13	2nd_peak
AT1G74930	chr1	fwd	28145050	16.5	1st_peak
AT1G74940	chr1	fwd	28147113	11	7th_peak
AT1G74940	chr1	fwd	28147154	12.3	6th_peak
AT1G74940	chr1	fwd	28147275	47.6	4th_peak
AT1G74940	chr1	fwd	28147284	27.3	5th_peak
AT1G74940	chr1	fwd	28147311	92	2nd_peak
AT1G74940	chr1	fwd	28147357	48	3rd_peak
AT1G74940	chr1	fwd	28147411	111.1	1st_peak
AT1G74950	chr1	rev	28148581	91.2	1st_peak
AT1G74950	chr1	rev	28148619	11	5th_peak
AT1G74950	chr1	rev	28148696	15.4	4th_peak
AT1G74950	chr1	rev	28148702	21.8	3rd_peak
AT1G74950	chr1	rev	28148717	78.7	2nd_peak
AT1G74960	chr1	rev	28151980	61.2	1st_peak
AT1G74960	chr1	rev	28151988	43.8	2nd_peak
AT1G74960	chr1	rev	28151998	20.8	6th_peak
AT1G74960	chr1	rev	28152026	21	5th_peak
AT1G74960	chr1	rev	28152372	22.5	4th_peak
AT1G74960	chr1	rev	28152411	15	8th_peak
AT1G74960	chr1	rev	28152436	15.2	7th_peak
AT1G74960	chr1	rev	28152442	24.3	3rd_peak
AT1G74970	chr1	rev	28157520	23.2	8th_peak
AT1G74970	chr1	rev	28157533	121.5	5th_peak
AT1G74970	chr1	rev	28157546	216.8	3rd_peak
AT1G74970	chr1	rev	28157562	172	4th_peak
AT1G74970	chr1	rev	28157574	51.5	7th_peak
AT1G74970	chr1	rev	28157588	460.4	1st_peak
AT1G74970	chr1	rev	28157593	290.4	2nd_peak
AT1G74970	chr1	rev	28157618	54.6	6th_peak
AT1G75010	chr1	rev	28164842	17.9	1st_peak
AT1G75020	chr1	fwd	28173388	15	3rd_peak
AT1G75020	chr1	fwd	28173410	33	1st_peak
AT1G75020	chr1	fwd	28173439	18	2nd_peak
AT1G75040	chr1	fwd	28178849	11.5	2nd_peak
AT1G75040	chr1	fwd	28178931	72.7	1st_peak
AT1G75080	chr1	fwd	28187346	68.4	2nd_peak
AT1G75080	chr1	fwd	28187366	45	3rd_peak
AT1G75080	chr1	fwd	28187399	142	1st_peak
AT1G75100	chr1	rev	28190943	63.9	3rd_peak
AT1G75100	chr1	rev	28190965	46.2	4th_peak
AT1G75100	chr1	rev	28190976	170.9	1st_peak
AT1G75100	chr1	rev	28190996	20.6	6th_peak
AT1G75100	chr1	rev	28191014	45.3	5th_peak
AT1G75100	chr1	rev	28191026	102.7	2nd_peak
AT1G75120	chr1	rev	28196881	13	1st_peak
AT1G75130	chr1	rev	28199975	39.6	1st_peak
AT1G75140	chr1	rev	28202054	53	1st_peak
AT1G75170	chr1	fwd	28215815	67.9	1st_peak
AT1G75170	chr1	fwd	28215866	12	3rd_peak
AT1G75170	chr1	fwd	28215892	50	2nd_peak
AT1G75180	chr1	rev	28215842	84.7	1st_peak
AT1G75180	chr1	rev	28215862	69.4	3rd_peak
AT1G75180	chr1	rev	28215884	72	2nd_peak
AT1G75180	chr1	rev	28215964	69	4th_peak
AT1G75200	chr1	rev	28220622	10	3rd_peak
AT1G75200	chr1	rev	28220630	16	2nd_peak
AT1G75200	chr1	rev	28220649	32.1	1st_peak
AT1G75210	chr1	fwd	28228944	22	2nd_peak
AT1G75210	chr1	fwd	28228965	83.8	1st_peak
AT1G75210	chr1	fwd	28228973	10.7	4th_peak
AT1G75210	chr1	fwd	28228988	14.8	3rd_peak
AT1G75220	chr1	rev	28229158	171	1st_peak
AT1G75220	chr1	rev	28229173	147	2nd_peak
AT1G75220	chr1	rev	28229191	138.1	3rd_peak
AT1G75220	chr1	rev	28229203	38.7	4th_peak
AT1G75230	chr1	fwd	28236703	20	2nd_peak
AT1G75230	chr1	fwd	28236711	42.8	1st_peak
AT1G75240	chr1	fwd	28242652	164	1st_peak
AT1G75240	chr1	fwd	28242668	15.1	4th_peak
AT1G75240	chr1	fwd	28242682	17	3rd_peak
AT1G75240	chr1	fwd	28242758	18.6	2nd_peak
AT1G75270	chr1	rev	28250051	54.4	3rd_peak
AT1G75270	chr1	rev	28250069	13.5	7th_peak
AT1G75270	chr1	rev	28250077	37.4	4th_peak
AT1G75270	chr1	rev	28250083	56.7	2nd_peak
AT1G75270	chr1	rev	28250093	31.7	5th_peak
AT1G75270	chr1	rev	28250118	10.1	8th_peak
AT1G75270	chr1	rev	28250127	83.2	1st_peak
AT1G75270	chr1	rev	28250164	14	6th_peak
AT1G75280	chr1	fwd	28253432	409.7	3rd_peak
AT1G75280	chr1	fwd	28253490	2963.2	1st_peak
AT1G75280	chr1	fwd	28253505	396.4	4th_peak
AT1G75280	chr1	fwd	28253528	162	5th_peak
AT1G75280	chr1	fwd	28253538	897.9	2nd_peak
AT1G75280	chr1	fwd	28253546	95.6	6th_peak
AT1G75280	chr1	fwd	28253557	24.2	9th_peak
AT1G75280	chr1	fwd	28253570	11.6	10th_peak
AT1G75280	chr1	fwd	28253611	10.7	11th_peak
AT1G75280	chr1	fwd	28253616	25.1	8th_peak
AT1G75280	chr1	fwd	28253628	32.8	7th_peak
AT1G75310	chr1	fwd	28266328	52.3	1st_peak
AT1G75310	chr1	fwd	28266333	16.7	2nd_peak
AT1G75330	chr1	rev	28266262	42.7	3rd_peak
AT1G75330	chr1	rev	28266266	22.9	4th_peak
AT1G75330	chr1	rev	28266289	21.7	6th_peak
AT1G75330	chr1	rev	28266306	242	1st_peak
AT1G75330	chr1	rev	28266329	213.1	2nd_peak
AT1G75330	chr1	rev	28266340	22.3	5th_peak
AT1G75330	chr1	rev	28266357	12	7th_peak
AT1G75335	chr1	fwd	28268970	74	1st_peak
AT1G75350	chr1	fwd	28272789	52.6	3rd_peak
AT1G75350	chr1	fwd	28272796	29.4	4th_peak
AT1G75350	chr1	fwd	28272813	2643.6	1st_peak
AT1G75350	chr1	fwd	28272831	446	2nd_peak
AT1G75370	chr1	rev	28276426	75	1st_peak
AT1G75370	chr1	rev	28276447	14.7	2nd_peak
AT1G75380	chr1	rev	28281388	45.6	6th_peak
AT1G75380	chr1	rev	28281399	38.8	7th_peak
AT1G75380	chr1	rev	28281442	214.9	2nd_peak
AT1G75380	chr1	rev	28281454	193.8	3rd_peak
AT1G75380	chr1	rev	28281461	161.2	5th_peak
AT1G75380	chr1	rev	28281473	185.9	4th_peak
AT1G75380	chr1	rev	28281488	2280.5	1st_peak
AT1G75380	chr1	rev	28281499	18.7	8th_peak
AT1G75390	chr1	fwd	28292870	12	4th_peak
AT1G75390	chr1	fwd	28292942	74.6	1st_peak
AT1G75390	chr1	fwd	28292950	10.9	5th_peak
AT1G75390	chr1	fwd	28293001	18.4	3rd_peak
AT1G75390	chr1	fwd	28293008	25.6	2nd_peak
AT1G75400	chr1	fwd	28299645	120.6	1st_peak
AT1G75400	chr1	fwd	28299669	15.3	2nd_peak
AT1G75410	chr1	rev	28299799	82.8	2nd_peak
AT1G75410	chr1	rev	28299811	17.6	6th_peak
AT1G75410	chr1	rev	28299819	32.3	5th_peak
AT1G75410	chr1	rev	28299835	128.6	1st_peak
AT1G75410	chr1	rev	28299873	78.3	3rd_peak
AT1G75410	chr1	rev	28299926	60	4th_peak
AT1G75420	chr1	fwd	28307455	11	3rd_peak
AT1G75420	chr1	fwd	28307468	117.7	1st_peak
AT1G75420	chr1	fwd	28307502	13	2nd_peak
AT1G75440	chr1	fwd	28315110	15.1	3rd_peak
AT1G75440	chr1	fwd	28315116	33.7	2nd_peak
AT1G75440	chr1	fwd	28315122	103.2	1st_peak
AT1G75460	chr1	fwd	28328845	32.9	10th_peak
AT1G75460	chr1	fwd	28328857	148.5	4th_peak
AT1G75460	chr1	fwd	28328872	84.4	7th_peak
AT1G75460	chr1	fwd	28328902	21.4	11th_peak
AT1G75460	chr1	fwd	28328909	11.1	13th_peak
AT1G75460	chr1	fwd	28328924	409.3	1st_peak
AT1G75460	chr1	fwd	28328933	15.5	12th_peak
AT1G75460	chr1	fwd	28328942	120.5	6th_peak
AT1G75460	chr1	fwd	28328949	57	8th_peak
AT1G75460	chr1	fwd	28328962	159.8	3rd_peak
AT1G75460	chr1	fwd	28328982	130.9	5th_peak
AT1G75460	chr1	fwd	28329004	262	2nd_peak
AT1G75460	chr1	fwd	28329013	45.4	9th_peak
AT1G75490	chr1	fwd	28336778	12	2nd_peak
AT1G75490	chr1	fwd	28336816	44	1st_peak
AT1G75500	chr1	rev	28337886	17.8	6th_peak
AT1G75500	chr1	rev	28337893	47.7	4th_peak
AT1G75500	chr1	rev	28337906	428.5	1st_peak
AT1G75500	chr1	rev	28337973	54.3	3rd_peak
AT1G75500	chr1	rev	28337986	72.6	2nd_peak
AT1G75500	chr1	rev	28338002	10.5	8th_peak
AT1G75500	chr1	rev	28338016	11	7th_peak
AT1G75500	chr1	rev	28338105	10.5	9th_peak
AT1G75500	chr1	rev	28338111	35.5	5th_peak
AT1G75510	chr1	rev	28347057	43.7	2nd_peak
AT1G75510	chr1	rev	28347062	85.7	1st_peak
AT1G75520	chr1	rev	28351570	12	1st_peak
AT1G75540	chr1	fwd	28367548	21.2	5th_peak
AT1G75540	chr1	fwd	28367583	62.1	2nd_peak
AT1G75540	chr1	fwd	28367602	343.3	1st_peak
AT1G75540	chr1	fwd	28367651	50	3rd_peak
AT1G75540	chr1	fwd	28367666	34	4th_peak
AT1G75560	chr1	rev	28371145	31	2nd_peak
AT1G75560	chr1	rev	28371149	12.7	5th_peak
AT1G75560	chr1	rev	28371156	62.1	1st_peak
AT1G75560	chr1	rev	28371172	14	4th_peak
AT1G75560	chr1	rev	28371277	12	6th_peak
AT1G75560	chr1	rev	28371306	20	3rd_peak
AT1G75580	chr1	fwd	28378177	69.2	1st_peak
AT1G75630	chr1	fwd	28402186	69.1	2nd_peak
AT1G75630	chr1	fwd	28402192	58.8	3rd_peak
AT1G75630	chr1	fwd	28402205	203.1	1st_peak
AT1G75630	chr1	fwd	28402228	12.7	5th_peak
AT1G75630	chr1	fwd	28402238	11.2	6th_peak
AT1G75630	chr1	fwd	28402252	29	4th_peak
AT1G75660	chr1	fwd	28415091	38	3rd_peak
AT1G75660	chr1	fwd	28415101	79.3	2nd_peak
AT1G75660	chr1	fwd	28415116	90.9	1st_peak
AT1G75670	chr1	rev	28415204	50	1st_peak
AT1G75680	chr1	rev	28417053	330.6	1st_peak
AT1G75680	chr1	rev	28417069	146.7	3rd_peak
AT1G75680	chr1	rev	28417088	172.6	2nd_peak
AT1G75690	chr1	rev	28422039	89	3rd_peak
AT1G75690	chr1	rev	28422114	1587.4	1st_peak
AT1G75690	chr1	rev	28422131	505.6	2nd_peak
AT1G75690	chr1	rev	28422155	36	4th_peak
AT1G75710	chr1	fwd	28431206	38	1st_peak
AT1G75730	chr1	rev	28435788	51	1st_peak
AT1G75730	chr1	rev	28435808	18.7	2nd_peak
AT1G75750	chr1	rev	28441544	3561.8	2nd_peak
AT1G75750	chr1	rev	28441559	7529	1st_peak
AT1G75750	chr1	rev	28441578	113.2	4th_peak
AT1G75750	chr1	rev	28441590	36.1	6th_peak
AT1G75750	chr1	rev	28441638	111.6	5th_peak
AT1G75750	chr1	rev	28441654	144.2	3rd_peak
AT1G75760	chr1	rev	28446696	24	2nd_peak
AT1G75760	chr1	rev	28446710	20.5	3rd_peak
AT1G75760	chr1	rev	28446719	59.3	1st_peak
AT1G75760	chr1	rev	28446739	11	5th_peak
AT1G75760	chr1	rev	28446745	11.6	4th_peak
AT1G75770	chr1	fwd	28451092	12	1st_peak
AT1G75780	chr1	rev	28451142	107	1st_peak
AT1G75780	chr1	rev	28451229	15.6	2nd_peak
AT1G75800	chr1	fwd	28460778	22	6th_peak
AT1G75800	chr1	fwd	28460806	388.1	1st_peak
AT1G75800	chr1	fwd	28460819	181.8	2nd_peak
AT1G75800	chr1	fwd	28460828	112.9	3rd_peak
AT1G75800	chr1	fwd	28460841	12.2	7th_peak
AT1G75800	chr1	fwd	28460847	23.9	5th_peak
AT1G75800	chr1	fwd	28460854	26	4th_peak
AT1G75810	chr1	fwd	28462261	12.3	5th_peak
AT1G75810	chr1	fwd	28462325	36.9	2nd_peak
AT1G75810	chr1	fwd	28462345	105.7	1st_peak
AT1G75810	chr1	fwd	28462353	16.3	4th_peak
AT1G75810	chr1	fwd	28462370	24.2	3rd_peak
AT1G75820	chr1	rev	28463436	77	1st_peak
AT1G75820	chr1	rev	28463447	43	3rd_peak
AT1G75820	chr1	rev	28463457	63.3	2nd_peak
AT1G75820	chr1	rev	28463462	32.9	4th_peak
AT1G75820	chr1	rev	28463496	30.9	5th_peak
AT1G75840	chr1	fwd	28477640	31	1st_peak
AT1G75850	chr1	rev	28477773	42.8	1st_peak
AT1G75850	chr1	rev	28477790	16.3	3rd_peak
AT1G75850	chr1	rev	28477821	13.7	5th_peak
AT1G75850	chr1	rev	28477830	16.3	4th_peak
AT1G75850	chr1	rev	28477846	29	2nd_peak
AT1G75860	chr1	rev	28484165	66	1st_peak
AT1G75900	chr1	fwd	28501050	30.8	1st_peak
AT1G75950	chr1	fwd	28517567	70.4	7th_peak
AT1G75950	chr1	fwd	28517573	31.6	8th_peak
AT1G75950	chr1	fwd	28517585	203.2	4th_peak
AT1G75950	chr1	fwd	28517620	215.7	3rd_peak
AT1G75950	chr1	fwd	28517652	1157.2	2nd_peak
AT1G75950	chr1	fwd	28517667	109.8	5th_peak
AT1G75950	chr1	fwd	28517683	2088.2	1st_peak
AT1G75950	chr1	fwd	28517699	82.7	6th_peak
AT1G75950	chr1	fwd	28517710	11.1	9th_peak
AT1G75960	chr1	fwd	28519865	12.8	1st_peak
AT1G75980	chr1	rev	28522754	10	2nd_peak
AT1G75980	chr1	rev	28522764	55.4	1st_peak
AT1G75990	chr1	rev	28524524	36.5	1st_peak
AT1G75990	chr1	rev	28524530	14.5	3rd_peak
AT1G75990	chr1	rev	28524551	18.6	2nd_peak
AT1G76010	chr1	rev	28528084	348.9	1st_peak
AT1G76010	chr1	rev	28528117	13.2	6th_peak
AT1G76010	chr1	rev	28528243	10.9	9th_peak
AT1G76010	chr1	rev	28528247	12.1	8th_peak
AT1G76010	chr1	rev	28528259	57.5	3rd_peak
AT1G76010	chr1	rev	28528278	12.6	7th_peak
AT1G76010	chr1	rev	28528310	17.8	5th_peak
AT1G76010	chr1	rev	28528349	55	4th_peak
AT1G76010	chr1	rev	28528371	79	2nd_peak
AT1G76020	chr1	rev	28532045	13	4th_peak
AT1G76020	chr1	rev	28532051	36.6	2nd_peak
AT1G76020	chr1	rev	28532098	19.8	3rd_peak
AT1G76020	chr1	rev	28532124	100.2	1st_peak
AT1G76030	chr1	fwd	28537026	10	8th_peak
AT1G76030	chr1	fwd	28537041	10.4	7th_peak
AT1G76030	chr1	fwd	28537106	40.5	5th_peak
AT1G76030	chr1	fwd	28537122	141	3rd_peak
AT1G76030	chr1	fwd	28537139	15.5	6th_peak
AT1G76030	chr1	fwd	28537162	203.3	1st_peak
AT1G76030	chr1	fwd	28537176	93.7	4th_peak
AT1G76030	chr1	fwd	28537188	191.1	2nd_peak
AT1G76040	chr1	fwd	28540593	23	1st_peak
AT1G76050	chr1	fwd	28543175	26.1	1st_peak
AT1G76060	chr1	rev	28543105	73	1st_peak
AT1G76065	chr1	rev	28544740	10	1st_peak
AT1G76070	chr1	fwd	28547531	15	2nd_peak
AT1G76070	chr1	fwd	28547553	11.2	4th_peak
AT1G76070	chr1	fwd	28547595	16.9	1st_peak
AT1G76070	chr1	fwd	28547610	14	3rd_peak
AT1G76080	chr1	rev	28547786	73.1	5th_peak
AT1G76080	chr1	rev	28547811	14.1	8th_peak
AT1G76080	chr1	rev	28547836	34	6th_peak
AT1G76080	chr1	rev	28547848	16.7	7th_peak
AT1G76080	chr1	rev	28547898	10	9th_peak
AT1G76080	chr1	rev	28547914	239.2	4th_peak
AT1G76080	chr1	rev	28547936	1589.1	1st_peak
AT1G76080	chr1	rev	28547972	963	2nd_peak
AT1G76080	chr1	rev	28548027	328	3rd_peak
AT1G76090	chr1	rev	28550404	93.3	3rd_peak
AT1G76090	chr1	rev	28550416	43.1	4th_peak
AT1G76090	chr1	rev	28550426	205.9	1st_peak
AT1G76090	chr1	rev	28550479	181	2nd_peak
AT1G76100	chr1	rev	28553988	913	1st_peak
AT1G76100	chr1	rev	28554008	15	9th_peak
AT1G76100	chr1	rev	28554031	364.5	2nd_peak
AT1G76100	chr1	rev	28554044	11.9	10th_peak
AT1G76100	chr1	rev	28554076	257.2	5th_peak
AT1G76100	chr1	rev	28554091	323.5	3rd_peak
AT1G76100	chr1	rev	28554106	319	4th_peak
AT1G76100	chr1	rev	28554122	21.3	8th_peak
AT1G76100	chr1	rev	28554135	251.6	6th_peak
AT1G76100	chr1	rev	28554152	162.9	7th_peak
AT1G76110	chr1	rev	28555040	55	2nd_peak
AT1G76110	chr1	rev	28555064	17.3	4th_peak
AT1G76110	chr1	rev	28555080	66.2	1st_peak
AT1G76110	chr1	rev	28555094	26.8	3rd_peak
AT1G76110	chr1	rev	28555098	11	5th_peak
AT1G76120	chr1	rev	28558672	20	1st_peak
AT1G76130	chr1	fwd	28564030	18.5	1st_peak
AT1G76130	chr1	fwd	28564057	18.1	2nd_peak
AT1G76130	chr1	fwd	28564066	16	3rd_peak
AT1G76140	chr1	fwd	28574997	56	1st_peak
AT1G76140	chr1	fwd	28575035	30.7	2nd_peak
AT1G76150	chr1	rev	28574991	42	4th_peak
AT1G76150	chr1	rev	28575012	98	2nd_peak
AT1G76150	chr1	rev	28575024	19	6th_peak
AT1G76150	chr1	rev	28575048	171.9	1st_peak
AT1G76150	chr1	rev	28575066	71.3	3rd_peak
AT1G76150	chr1	rev	28575083	19.4	5th_peak
AT1G76150	chr1	rev	28575113	15.4	7th_peak
AT1G76160	chr1	rev	28577957	12.5	6th_peak
AT1G76160	chr1	rev	28577971	368	1st_peak
AT1G76160	chr1	rev	28577990	11.8	7th_peak
AT1G76160	chr1	rev	28577994	28.3	2nd_peak
AT1G76160	chr1	rev	28578011	26.8	3rd_peak
AT1G76160	chr1	rev	28578033	10.8	8th_peak
AT1G76160	chr1	rev	28578079	14	5th_peak
AT1G76160	chr1	rev	28578088	25	4th_peak
AT1G76170	chr1	rev	28584035	17.7	1st_peak
AT1G76170	chr1	rev	28584039	11.2	2nd_peak
AT1G76180	chr1	rev	28586774	106	6th_peak
AT1G76180	chr1	rev	28586784	26.6	9th_peak
AT1G76180	chr1	rev	28586802	2297	1st_peak
AT1G76180	chr1	rev	28586821	1022.4	2nd_peak
AT1G76180	chr1	rev	28586832	189	4th_peak
AT1G76180	chr1	rev	28586853	165.3	5th_peak
AT1G76180	chr1	rev	28586865	258.8	3rd_peak
AT1G76180	chr1	rev	28586897	56	7th_peak
