chr	strand	region	polyA_site	sense gene	leaf tpm	seed tpm	tair_EST	8K	PACdb	MPSS
Chr1	-	3UTR	9148806	AT1G26450	0	2	0	0	0	1
Chr1	-	3UTR	9148672	AT1G26450	1	0	0	0	0	1
Chr1	+	3UTR	9154738	AT1G26460	4	16	0	0	0	1
Chr1	+	3UTR	9154701	AT1G26460	1	8	0	0	1	1
Chr1	+	3UTR	9154626	AT1G26460	2	4	0	0	0	1
Chr1	+	3UTR	9154567	AT1G26460	5	34	0	0	0	1
Chr1	+	3UTR	9154537	AT1G26460	2	2	0	0	0	1
Chr1	+	3UTR	9154480	AT1G26460	0	2	0	0	0	1
Chr1	+	3UTR	9156297	AT1G26470	1	0	0	0	0	1
Chr1	+	3UTR	9159986	AT1G26500	1	0	0	0	0	1
Chr1	-	3UTR	9163249	AT1G26520	2	6	0	0	0	1
Chr1	-	3UTR	9163302	AT1G26520	6	4	1	0	0	1
Chr1	-	3UTR	9167561	AT1G26540	1	0	0	0	0	1
Chr1	+	3UTR	9172874	AT1G26550	1	0	0	0	0	1
Chr1	+	3UTR	9181802	AT1G26560	4	0	0	1	0	1
Chr1	+	3UTR	9184393	AT1G26570	8	0	1	0	0	1
Chr1	+	3UTR	9187506	AT1G26580	18	8	0	0	0	1
Chr1	+	3UTR	9187422	AT1G26580	4	2	0	0	0	1
Chr1	+	3UTR	9187387	AT1G26580	5	0	1	0	0	1
Chr1	+	3UTR	9187326	AT1G26580	0	4	0	0	0	1
Chr1	-	3UTR	9195589	AT1G26620	4	0	0	0	0	1
Chr1	-	3UTR	9195552	AT1G26620	1	0	0	0	0	1
Chr1	+	3UTR	9207453	AT1G26630	1	2	0	0	0	1
Chr1	+	3UTR	9207385	AT1G26630	54	43	1	0	0	1
Chr1	+	3UTR	9207351	AT1G26630	71	67	0	0	1	1
Chr1	+	3UTR	9207316	AT1G26630	508	499	1	1	0	1
Chr1	+	3UTR	9207282	AT1G26630	121	137	1	1	0	1
Chr1	+	3UTR	9207247	AT1G26630	136	138	0	0	0	1
Chr1	+	3UTR	9207202	AT1G26630	9	21	0	0	0	1
Chr1	-	3UTR	9207275	AT1G26640	1	0	0	0	0	1
Chr1	+	3UTR	9211454	AT1G26650	1	0	0	0	0	1
Chr1	+	3UTR	9211502	AT1G26650	10	2	0	0	0	1
Chr1	+	3UTR	9211540	AT1G26650	25	0	0	1	0	1
Chr1	+	3UTR	9211585	AT1G26650	2	0	0	0	0	1
Chr1	+	3UTR	9214006	AT1G26660	0	2	0	0	0	1
Chr1	+	3UTR	9213953	AT1G26660	5	12	0	1	0	1
Chr1	+	3UTR	9213892	AT1G26660	0	16	0	0	0	1
Chr1	+	3UTR	9215552	AT1G26665	2	8	0	0	0	1
Chr1	+	3UTR	9217923	AT1G26670	3	4	0	1	0	1
Chr1	+	3UTR	9217951	AT1G26670	5	0	0	1	0	1
Chr1	+	3UTR	9223712	AT1G26680	2	0	0	0	0	1
Chr1	-	3UTR	9224151	AT1G26690	100	4	1	0	1	1
Chr1	-	3UTR	9245091	AT1G26740	37	32	0	0	0	1
Chr1	-	3UTR	9245027	AT1G26740	6	2	0	0	0	1
Chr1	-	3UTR	9244986	AT1G26740	14	8	0	0	0	1
Chr1	+	3UTR	9248180	AT1G26750	1	0	0	0	0	1
Chr1	+	3UTR	9248261	AT1G26750	6	2	0	0	0	1
Chr1	-	3UTR	9248155	AT1G26760	3	0	0	0	0	1
Chr1	+	3UTR	9261159	AT1G26770	1	0	0	0	0	1
Chr1	+	3UTR	9261186	AT1G26770	1	0	1	0	0	0
Chr1	-	3UTR	9285489	AT1G26800	0	18	1	0	0	1
Chr1	-	3UTR	9285031	AT1G26800	1	0	0	0	0	1
Chr1	-	3UTR	9284988	AT1G26800	2	0	0	0	0	1
Chr1	-	3UTR	9286631	AT1G26810	2	0	0	1	0	1
Chr1	-	3UTR	9286599	AT1G26810	1	0	0	0	0	1
Chr1	-	3UTR	9292481	AT1G26820	2	0	0	0	0	1
Chr1	-	3UTR	9292561	AT1G26820	2	0	0	0	0	1
Chr1	-	3UTR	9292616	AT1G26820	6	0	1	0	1	1
Chr1	-	3UTR	9292660	AT1G26820	1	0	0	1	0	1
Chr1	+	3UTR	9298519	AT1G26830	1	0	0	1	0	1
Chr1	+	3UTR	9300818	AT1G26840	1	0	0	0	0	0
Chr1	-	3UTR	9301013	AT1G26850	2	2	1	1	1	1
Chr1	-	3UTR	9300969	AT1G26850	1	0	0	0	0	1
Chr1	-	3UTR	9300934	AT1G26850	14	21	1	1	0	1
Chr1	-	3UTR	9315527	AT1G26880	40	2	0	0	0	1
Chr1	-	3UTR	9315497	AT1G26880	46	8	1	0	0	1
Chr1	-	3UTR	9315461	AT1G26880	183	12	0	0	0	1
Chr1	-	3UTR	9315413	AT1G26880	5	0	0	1	0	1
Chr1	-	3UTR	9315382	AT1G26880	18	2	1	1	1	1
Chr1	+	3UTR	9322961	AT1G26910	25	0	0	0	0	1
Chr1	+	3UTR	9330492	AT1G26920	4	0	0	0	0	1
Chr1	+	3UTR	9330439	AT1G26920	2	0	0	0	0	1
Chr1	+	3UTR	9330393	AT1G26920	1	0	0	0	0	1
Chr1	+	3UTR	9330344	AT1G26920	13	0	1	0	0	1
Chr1	+	3UTR	9330306	AT1G26920	34	0	0	0	0	1
Chr1	+	3UTR	9330279	AT1G26920	4	0	0	0	0	1
Chr1	+	3UTR	9330238	AT1G26920	29	2	0	0	0	1
Chr1	+	3UTR	9330126	AT1G26920	1	0	0	0	0	1
Chr1	-	3UTR	9330717	AT1G26921	1	0	0	0	0	0
Chr1	-	3UTR	9336119	AT1G26930	1	0	0	0	0	1
Chr1	+	3UTR	9345246	AT1G26940	0	6	0	0	0	1
Chr1	+	3UTR	9345197	AT1G26940	4	8	0	0	0	1
Chr1	+	3UTR	9345155	AT1G26940	6	14	0	1	0	1
Chr1	+	3UTR	9352757	AT1G26945	4	0	0	0	0	1
Chr1	+	3UTR	9357426	AT1G26960	1	0	0	0	0	1
Chr1	+	3UTR	9357368	AT1G26960	2	0	0	0	0	1
Chr1	+	3UTR	9357343	AT1G26960	2	0	0	0	0	1
Chr1	+	3UTR	9376623	AT1G27000	1	0	0	0	0	0
Chr1	+	3UTR	9376654	AT1G27000	3	0	0	0	0	0
Chr1	+	3UTR	9376697	AT1G27000	11	2	1	1	0	0
Chr1	+	3UTR	9376739	AT1G27000	4	6	0	0	0	0
Chr1	+	3UTR	9380699	AT1G27020	6	4	0	1	0	1
Chr1	+	3UTR	9380670	AT1G27020	120	0	1	1	0	1
Chr1	+	3UTR	9380611	AT1G27020	34	0	0	0	0	1
Chr1	+	3UTR	9380575	AT1G27020	75	0	0	0	1	1
Chr1	+	3UTR	9380538	AT1G27020	32	0	0	0	0	1
Chr1	+	3UTR	9383985	AT1G27030	124	2	0	0	0	1
Chr1	+	3UTR	9383903	AT1G27030	38	0	1	0	0	1
Chr1	+	3UTR	9383848	AT1G27030	6	0	0	0	0	1
Chr1	+	3UTR	9383821	AT1G27030	4	0	0	0	0	1
Chr1	+	3UTR	9394489	AT1G27050	0	2	0	0	0	1
Chr1	+	3UTR	9394571	AT1G27050	1	2	0	0	0	1
Chr1	+	3UTR	9396786	AT1G27060	3	2	0	0	0	1
Chr1	+	3UTR	9396835	AT1G27060	1	0	0	0	0	1
Chr1	-	3UTR	9396683	AT1G27070	4	38	0	0	0	0
Chr1	+	3UTR	9404102	AT1G27080	0	2	0	0	0	1
Chr1	+	3UTR	9403958	AT1G27080	2	0	0	0	0	1
Chr1	-	3UTR	9403818	AT1G27090	32	20	0	0	0	1
Chr1	-	3UTR	9403873	AT1G27090	19	14	1	0	0	1
Chr1	-	3UTR	9403911	AT1G27090	10	22	1	1	1	1
Chr1	-	3UTR	9407456	AT1G27100	9	0	0	0	0	1
Chr1	-	3UTR	9407416	AT1G27100	3	0	0	0	0	1
Chr1	-	3UTR	9407373	AT1G27100	6	0	0	0	0	1
Chr1	-	3UTR	9407340	AT1G27100	119	2	0	1	0	1
Chr1	-	3UTR	9407305	AT1G27100	5	0	0	0	0	1
Chr1	-	3UTR	9407270	AT1G27100	29	0	0	0	0	1
Chr1	-	3UTR	9407226	AT1G27100	74	2	0	0	0	1
Chr1	-	3UTR	9407185	AT1G27100	4	0	0	0	0	1
Chr1	+	3UTR	9426767	AT1G27130	26	2	1	1	1	1
Chr1	+	3UTR	9426726	AT1G27130	29	8	0	0	0	1
Chr1	+	3UTR	9426698	AT1G27130	10	0	0	0	0	1
Chr1	+	3UTR	9426669	AT1G27130	14	2	0	0	0	1
Chr1	+	3UTR	9428815	AT1G27140	3	0	0	0	0	1
Chr1	+	3UTR	9432211	AT1G27150	1	16	0	0	0	1
Chr1	+	3UTR	9432143	AT1G27150	9	16	0	0	0	1
Chr1	+	3UTR	9446006	AT1G27180	1	0	0	0	0	1
Chr1	-	3UTR	9446661	AT1G27190	6	4	0	0	0	1
Chr1	-	3UTR	9449587	AT1G27200	5	0	0	0	0	1
Chr1	-	3UTR	9449552	AT1G27200	5	0	0	0	0	1
Chr1	-	3UTR	9449485	AT1G27200	1	0	0	0	0	1
Chr1	-	3UTR	9455467	AT1G27210	2	2	0	0	0	1
Chr1	-	3UTR	9455402	AT1G27210	16	4	0	0	0	1
Chr1	-	3UTR	9455352	AT1G27210	1	2	0	0	0	1
Chr1	-	3UTR	9455307	AT1G27210	8	2	0	0	0	1
Chr1	+	3UTR	9467158	AT1G27240	1	0	0	0	0	0
Chr1	+	3UTR	9482992	AT1G27290	2	0	0	0	0	1
Chr1	+	3UTR	9482902	AT1G27290	250	41	0	0	1	1
Chr1	+	3UTR	9482844	AT1G27290	6	12	0	0	0	1
Chr1	+	3UTR	9482812	AT1G27290	4	4	0	0	0	1
Chr1	+	3UTR	9484393	AT1G27300	3	192	0	0	0	1
Chr1	+	3UTR	9484325	AT1G27300	15	1605	0	0	0	1
Chr1	+	3UTR	9484237	AT1G27300	0	135	0	0	0	1
Chr1	-	3UTR	9484482	AT1G27310	0	4	0	0	0	0
Chr1	-	3UTR	9484444	AT1G27310	54	216	0	0	0	0
Chr1	-	3UTR	9484410	AT1G27310	7	14	0	0	0	0
Chr1	-	3UTR	9484368	AT1G27310	156	171	0	0	0	0
Chr1	-	3UTR	9484302	AT1G27310	37	8	1	0	1	0
Chr1	+	3UTR	9492385	AT1G27320	0	4	0	0	0	1
Chr1	+	3UTR	9492481	AT1G27320	9	96	0	0	0	1
Chr1	+	3UTR	9492525	AT1G27320	9	86	0	0	0	1
Chr1	+	3UTR	9492568	AT1G27320	16	438	0	0	0	1
Chr1	+	3UTR	9494054	AT1G27330	193	2	1	0	1	1
Chr1	+	3UTR	9494106	AT1G27330	5	0	0	0	0	1
Chr1	+	3UTR	9498028	AT1G27340	29	2	1	0	0	1
Chr1	+	3UTR	9498084	AT1G27340	3	0	0	0	0	1
Chr1	-	3UTR	9498154	AT1G27350	185	4	1	1	1	1
Chr1	-	3UTR	9498071	AT1G27350	12	0	0	0	0	1
Chr1	-	3UTR	9498120	AT1G27350	11	0	1	0	0	1
Chr1	+	3UTR	9503797	AT1G27360	2	0	1	0	0	1
Chr1	-	3UTR	9505138	AT1G27370	3	0	0	0	0	1
Chr1	-	3UTR	9505176	AT1G27370	2	8	0	0	0	1
Chr1	-	3UTR	9508812	AT1G27380	0	2	0	0	0	1
Chr1	-	3UTR	9508763	AT1G27380	3	0	1	0	1	1
Chr1	-	3UTR	9510937	AT1G27385	0	2	1	0	0	0
Chr1	-	3UTR	9511020	AT1G27385	1	0	0	0	1	0
Chr1	-	3UTR	9513098	AT1G27390	5	2	0	0	0	1
Chr1	-	3UTR	9513163	AT1G27390	0	4	0	1	0	1
Chr1	+	3UTR	9516905	AT1G27400	1	0	1	1	1	1
Chr1	+	3UTR	9516848	AT1G27400	26	18	1	1	0	1
Chr1	+	3UTR	9518945	AT1G27410	1	0	0	0	0	1
Chr1	+	3UTR	9520636	AT1G27420	0	2	0	0	0	1
Chr1	+	3UTR	9520704	AT1G27420	7	0	0	0	0	1
Chr1	-	3UTR	9521027	AT1G27430	0	2	0	0	0	1
Chr1	-	3UTR	9520959	AT1G27430	0	31	0	0	0	1
Chr1	-	3UTR	9520912	AT1G27430	7	247	0	0	1	1
Chr1	-	3UTR	9520850	AT1G27430	0	2	0	0	0	1
Chr1	-	3UTR	9520823	AT1G27430	1	0	0	0	0	1
Chr1	-	3UTR	9527472	AT1G27435	1	4	0	0	0	1
Chr1	-	3UTR	9527742	AT1G27435	0	2	0	0	0	1
Chr1	-	3UTR	9529170	AT1G27440	1	0	0	0	0	1
Chr1	-	3UTR	9529075	AT1G27440	3	2	0	0	0	1
Chr1	-	3UTR	9529048	AT1G27440	8	6	1	0	0	1
Chr1	+	3UTR	9534072	AT1G27450	11	4	1	0	0	1
Chr1	+	3UTR	9534022	AT1G27450	32	6	1	0	1	1
Chr1	+	3UTR	9533994	AT1G27450	84	30	1	0	1	1
Chr1	+	3UTR	9533961	AT1G27450	46	8	1	0	0	1
Chr1	+	3UTR	9533927	AT1G27450	6	8	0	0	0	1
Chr1	+	3UTR	9533818	AT1G27450	2	0	0	0	0	0
Chr1	+	3UTR	9537545	AT1G27460	9	0	0	0	0	0
Chr1	+	3UTR	9537466	AT1G27460	1	0	0	0	0	0
Chr1	-	3UTR	9537864	AT1G27461	0	10	0	0	0	0
Chr1	-	3UTR	9537832	AT1G27461	0	12	0	0	0	0
Chr1	-	3UTR	9537807	AT1G27461	0	601	0	0	0	0
Chr1	-	3UTR	9537715	AT1G27461	0	37	0	0	0	0
Chr1	-	3UTR	9540177	AT1G27470	0	2	0	0	0	1
Chr1	-	3UTR	9540070	AT1G27470	0	2	0	0	0	1
Chr1	-	3UTR	9551532	AT1G27500	1	6	0	0	0	1
Chr1	-	3UTR	9551573	AT1G27500	2	10	0	0	0	1
Chr1	-	3UTR	9554826	AT1G27510	0	14	1	1	0	1
Chr1	-	3UTR	9554745	AT1G27510	0	10	0	0	1	1
Chr1	+	3UTR	9562358	AT1G27520	0	2	0	0	0	1
Chr1	+	3UTR	9562331	AT1G27520	2	12	0	0	0	1
Chr1	+	3UTR	9562249	AT1G27520	1	0	0	0	0	0
Chr1	-	3UTR	9562710	AT1G27530	0	2	0	0	0	0
Chr1	-	3UTR	9562623	AT1G27530	80	644	0	0	0	0
Chr1	-	3UTR	9562596	AT1G27530	26	153	1	0	0	0
Chr1	-	3UTR	9562523	AT1G27530	2	4	0	0	0	0
Chr1	-	3UTR	9566435	AT1G27540	13	0	0	0	0	0
Chr1	-	3UTR	9566331	AT1G27540	4	0	0	1	0	1
Chr1	-	3UTR	9566278	AT1G27540	10	0	0	0	0	1
Chr1	-	3UTR	9566465	AT1G27540	14	0	0	0	0	0
Chr1	-	3UTR	9566524	AT1G27540	1	0	0	0	0	1
Chr1	-	3UTR	9566373	AT1G27540	11	4	0	1	0	1
Chr1	-	3UTR	9566404	AT1G27540	8	4	0	0	0	1
Chr1	-	3UTR	9589777	AT1G27580	4	0	0	0	0	0
Chr1	+	3UTR	9594178	AT1G27590	0	2	0	0	0	1
Chr1	+	3UTR	9594693	AT1G27590	1	2	0	0	0	1
Chr1	+	3UTR	9603227	AT1G27595	23	64	0	0	0	1
Chr1	+	3UTR	9603187	AT1G27595	2	0	0	0	0	1
Chr1	-	3UTR	9603586	AT1G27600	4	0	0	0	0	0
Chr1	-	3UTR	9603551	AT1G27600	4	4	0	0	0	0
Chr1	+	3UTR	9614200	AT1G27630	0	2	0	0	0	1
Chr1	+	3UTR	9614228	AT1G27630	9	10	0	0	0	1
Chr1	+	3UTR	9614261	AT1G27630	3	6	0	0	0	1
Chr1	+	3UTR	9614294	AT1G27630	31	40	0	0	0	1
Chr1	+	3UTR	9614329	AT1G27630	3	0	0	0	0	1
Chr1	+	3UTR	9616333	AT1G27650	0	6	1	1	0	1
Chr1	-	3UTR	9627571	AT1G27670	2	0	0	0	0	1
Chr1	-	3UTR	9627627	AT1G27670	1	0	0	0	0	1
Chr1	+	3UTR	9634555	AT1G27680	4	48	1	1	0	1
Chr1	+	3UTR	9638451	AT1G27690	4	0	0	0	0	1
Chr1	+	3UTR	9638488	AT1G27690	2	0	0	0	0	1
Chr1	+	3UTR	9640152	AT1G27695	2	8	0	0	0	0
Chr1	+	3UTR	9640118	AT1G27695	7	57	0	0	1	0
Chr1	+	3UTR	9640089	AT1G27695	12	74	0	0	0	0
Chr1	-	3UTR	9640219	AT1G27700	1	0	0	0	0	1
Chr1	-	3UTR	9643216	AT1G27720	1	2	0	0	0	1
Chr1	-	3UTR	9648034	AT1G27730	1	0	0	0	0	1
Chr1	-	3UTR	9648152	AT1G27730	148	6	1	1	0	1
Chr1	-	3UTR	9648185	AT1G27730	10	6	1	1	0	1
Chr1	-	3UTR	9648225	AT1G27730	42	24	0	1	0	1
Chr1	+	3UTR	9655982	AT1G27740	1	0	0	0	0	1
Chr1	+	3UTR	9661959	AT1G27750	2	12	0	1	0	1
Chr1	+	3UTR	9661903	AT1G27750	2	10	0	0	0	1
Chr1	+	3UTR	9667464	AT1G27752	4	17	0	0	0	1
Chr1	+	3UTR	9667396	AT1G27752	1	8	0	0	0	1
Chr1	+	3UTR	9671655	AT1G27760	2	6	0	0	0	0
Chr1	+	3UTR	9671629	AT1G27760	1	8	0	0	0	0
Chr1	+	3UTR	9671589	AT1G27760	13	276	0	0	0	1
Chr1	+	3UTR	9671545	AT1G27760	13	395	0	0	0	1
Chr1	+	3UTR	9671518	AT1G27760	21	1302	0	1	0	1
Chr1	+	3UTR	9671491	AT1G27760	3	373	0	1	0	1
Chr1	+	3UTR	9671461	AT1G27760	9	1196	0	0	0	1
Chr1	+	3UTR	9671416	AT1G27760	0	38	0	0	0	1
Chr1	+	3UTR	9671377	AT1G27760	0	6	0	0	0	1
Chr1	-	3UTR	9671840	AT1G27770	1	0	0	0	0	1
Chr1	-	3UTR	9671734	AT1G27770	16	0	0	0	0	1
Chr1	-	3UTR	9671702	AT1G27770	53	2	0	0	0	1
Chr1	-	3UTR	9671669	AT1G27770	11	0	0	0	0	1
Chr1	-	3UTR	9671638	AT1G27770	17	0	0	0	0	1
Chr1	-	3UTR	9671581	AT1G27770	6	0	0	0	0	1
Chr1	-	3UTR	9693172	AT1G27840	4	6	0	0	0	0
Chr1	-	3UTR	9693141	AT1G27840	3	0	0	0	0	0
Chr1	-	3UTR	9693007	AT1G27840	3	0	0	0	0	1
Chr1	+	3UTR	9703997	AT1G27850	12	63	0	0	0	0
Chr1	+	3UTR	9703957	AT1G27850	12	21	0	0	0	0
Chr1	+	3UTR	9703919	AT1G27850	15	33	0	0	0	0
Chr1	+	3UTR	9703789	AT1G27850	0	4	0	0	0	0
Chr1	-	3UTR	9715352	AT1G27900	3	0	0	0	0	0
Chr1	-	3UTR	9715420	AT1G27900	6	14	0	0	0	0
Chr1	-	3UTR	9715457	AT1G27900	0	2	0	0	0	0
Chr1	-	3UTR	9720885	AT1G27910	2	0	0	0	0	1
Chr1	-	3UTR	9720810	AT1G27910	5	4	0	0	0	1
Chr1	-	3UTR	9720737	AT1G27910	1	0	0	0	0	1
Chr1	+	3UTR	9730083	AT1G27920	1	0	0	0	0	0
Chr1	-	3UTR	9731485	AT1G27930	1	0	0	0	0	1
Chr1	-	3UTR	9731418	AT1G27930	11	0	0	0	0	1
Chr1	-	3UTR	9731386	AT1G27930	6	0	0	0	0	1
Chr1	-	3UTR	9731350	AT1G27930	4	0	0	0	0	1
Chr1	-	3UTR	9731275	AT1G27930	21	0	0	0	0	1
Chr1	-	3UTR	9731240	AT1G27930	12	0	0	0	0	1
Chr1	+	3UTR	9742145	AT1G27950	83	10	1	0	1	1
Chr1	+	3UTR	9742107	AT1G27950	83	10	1	0	0	1
Chr1	+	3UTR	9742076	AT1G27950	23	16	0	0	0	1
Chr1	+	3UTR	9742019	AT1G27950	5	6	0	0	0	1
Chr1	-	3UTR	9742129	AT1G27960	2	0	0	0	0	1
Chr1	-	3UTR	9742193	AT1G27960	2	16	0	0	0	1
Chr1	-	3UTR	9742230	AT1G27960	1	2	0	0	0	1
Chr1	+	3UTR	9748128	AT1G27970	1	0	0	0	0	0
Chr1	+	3UTR	9748058	AT1G27970	18	0	0	0	0	0
Chr1	+	3UTR	9748024	AT1G27970	423	12	1	1	1	0
Chr1	+	3UTR	9747988	AT1G27970	104	6	0	0	0	0
Chr1	+	3UTR	9747962	AT1G27970	12	2	0	0	0	0
Chr1	+	3UTR	9747905	AT1G27970	1	0	0	0	0	0
Chr1	+	3UTR	9747858	AT1G27970	1	2	0	0	0	0
Chr1	+	3UTR	9752697	AT1G27980	0	6	0	0	0	1
Chr1	+	3UTR	9752743	AT1G27980	5	48	0	0	0	1
Chr1	-	3UTR	9752732	AT1G27990	0	16	0	0	0	0
Chr1	-	3UTR	9752670	AT1G27990	0	19	0	1	0	0
Chr1	+	3UTR	9768057	AT1G28010	4	0	0	0	0	1
Chr1	-	3UTR	9773535	AT1G28040	0	2	0	0	0	0
Chr1	-	3UTR	9775581	AT1G28050	0	2	0	0	0	0
Chr1	-	3UTR	9775527	AT1G28050	13	19	0	0	0	0
Chr1	+	3UTR	9782732	AT1G28060	1	0	0	0	0	1
Chr1	+	3UTR	9782657	AT1G28060	1	0	0	0	0	1
Chr1	+	3UTR	9782624	AT1G28060	2	2	0	0	0	1
Chr1	+	3UTR	9782579	AT1G28060	0	8	0	0	0	1
Chr1	+	3UTR	9784014	AT1G28070	5	2	0	0	0	1
Chr1	+	3UTR	9798918	AT1G28090	4	0	0	0	0	0
Chr1	+	3UTR	9798943	AT1G28090	4	0	0	0	0	0
Chr1	+	3UTR	9799018	AT1G28090	4	2	0	0	0	1
Chr1	-	3UTR	9804063	AT1G28110	1	0	0	0	0	1
Chr1	-	3UTR	9804038	AT1G28110	3	0	0	0	0	1
Chr1	-	3UTR	9803997	AT1G28110	4	0	0	0	0	1
Chr1	-	3UTR	9803914	AT1G28110	3	0	0	0	0	1
Chr1	-	3UTR	9813071	AT1G28120	1	8	0	0	0	1
Chr1	-	3UTR	9813045	AT1G28120	1	10	0	0	0	1
Chr1	-	3UTR	9812956	AT1G28120	43	22	0	0	0	1
Chr1	+	3UTR	9828065	AT1G28130	2	0	1	0	0	1
Chr1	+	3UTR	9827960	AT1G28130	1	0	0	0	0	1
Chr1	-	3UTR	9832930	AT1G28140	6	0	0	0	0	0
Chr1	-	3UTR	9832874	AT1G28140	106	2	1	0	0	0
Chr1	-	3UTR	9832836	AT1G28140	22	0	0	0	0	0
Chr1	-	3UTR	9832742	AT1G28140	7	0	1	0	1	0
Chr1	-	3UTR	9832704	AT1G28140	2	0	0	0	0	0
Chr1	-	3UTR	9834885	AT1G28150	0	2	0	0	0	1
Chr1	-	3UTR	9834916	AT1G28150	1	2	0	0	0	1
Chr1	-	3UTR	9834946	AT1G28150	30	10	1	0	1	0
Chr1	-	3UTR	9843017	AT1G28180	0	2	0	0	0	0
Chr1	-	3UTR	9846928	AT1G28190	1	2	0	0	0	1
Chr1	-	3UTR	9846884	AT1G28190	1	0	0	0	0	1
Chr1	-	3UTR	9850315	AT1G28200	0	2	0	0	0	0
Chr1	-	3UTR	9850287	AT1G28200	0	6	0	0	0	0
Chr1	-	3UTR	9850255	AT1G28200	4	19	0	0	0	0
Chr1	-	3UTR	9850225	AT1G28200	12	52	0	1	0	0
Chr1	-	3UTR	9850195	AT1G28200	3	27	0	0	0	1
Chr1	-	3UTR	9850139	AT1G28200	9	10	0	0	0	1
Chr1	+	3UTR	9860195	AT1G28210	1	2	0	0	1	1
Chr1	-	3UTR	9868321	AT1G28240	13	0	0	0	0	0
Chr1	-	3UTR	9868392	AT1G28240	4	0	0	0	0	0
Chr1	+	3UTR	9875524	AT1G28250	34	10	0	0	0	1
Chr1	+	3UTR	9875561	AT1G28250	14	4	0	0	0	1
Chr1	-	3UTR	9875651	AT1G28260	4	0	0	1	0	1
Chr1	-	3UTR	9875593	AT1G28260	2	0	0	0	0	1
Chr1	+	3UTR	9883782	AT1G28270	0	6	0	0	0	0
Chr1	+	3UTR	9883685	AT1G28270	0	4	0	0	0	0
Chr1	-	3UTR	9886365	AT1G28280	2	0	0	0	0	0
Chr1	-	3UTR	9886489	AT1G28280	105	2	0	0	0	0
Chr1	-	3UTR	9889084	AT1G28290	2	0	0	0	0	0
Chr1	-	3UTR	9889128	AT1G28290	430	0	1	1	0	0
Chr1	-	3UTR	9889209	AT1G28290	20	0	0	0	0	0
Chr1	-	3UTR	9912312	AT1G28310	1	0	0	0	0	1
Chr1	-	3UTR	9920475	AT1G28320	59	4	0	0	0	1
Chr1	-	3UTR	9920515	AT1G28320	50	4	0	0	0	1
Chr1	-	3UTR	9934131	AT1G28330	5	2	0	0	0	1
Chr1	-	3UTR	9934065	AT1G28330	3	6	1	0	0	1
Chr1	-	3UTR	9934036	AT1G28330	0	2	0	0	0	1
Chr1	-	3UTR	9933991	AT1G28330	2	2	0	0	0	1
Chr1	-	3UTR	9933960	AT1G28330	0	2	0	0	0	1
Chr1	-	3UTR	9933923	AT1G28330	9	23	1	1	0	1
Chr1	-	3UTR	9933776	AT1G28330	1	16	0	0	0	1
Chr1	+	3UTR	9943575	AT1G28340	18	2	0	0	0	1
Chr1	+	3UTR	9943545	AT1G28340	60	9	1	0	0	1
Chr1	+	3UTR	9952672	AT1G28360	1	14	0	0	0	1
Chr1	+	3UTR	9952704	AT1G28360	0	4	0	0	0	1
Chr1	+	3UTR	9952739	AT1G28360	0	2	0	0	0	1
Chr1	-	3UTR	9956125	AT1G28370	17	2	0	1	0	1
Chr1	-	3UTR	9956017	AT1G28370	1	0	0	0	0	0
Chr1	-	3UTR	9955968	AT1G28370	1	0	0	0	0	0
Chr1	-	3UTR	9956210	AT1G28370	6	0	0	0	0	1
Chr1	-	3UTR	9956262	AT1G28370	67	6	0	0	0	1
Chr1	-	3UTR	9956175	AT1G28370	5	0	0	0	0	0
Chr1	+	3UTR	9966172	AT1G28380	1	0	0	0	0	1
Chr1	+	3UTR	9966253	AT1G28380	2	0	1	0	0	1
Chr1	+	3UTR	9966309	AT1G28380	1	0	0	0	0	1
Chr1	-	3UTR	9966606	AT1G28390	6	0	1	1	0	1
Chr1	-	3UTR	9966631	AT1G28390	16	0	1	1	0	1
Chr1	-	3UTR	9969536	AT1G28395	8	0	0	0	0	1
Chr1	-	3UTR	9969446	AT1G28395	2	0	0	0	0	1
Chr1	-	3UTR	9976401	AT1G28410	1	0	0	0	0	1
Chr1	-	3UTR	9976285	AT1G28410	2	0	0	0	0	1
Chr1	-	3UTR	9976227	AT1G28410	3	0	0	0	0	1
Chr1	-	3UTR	9976199	AT1G28410	2	0	0	0	0	1
Chr1	+	3UTR	9987736	AT1G28420	3	0	0	0	0	1
Chr1	+	3UTR	9987689	AT1G28420	0	6	0	0	0	1
Chr1	+	3UTR	10000448	AT1G28440	1	0	0	0	0	1
Chr1	+	3UTR	10012206	AT1G28470	1	0	0	0	0	1
Chr1	-	3UTR	10013575	AT1G28480	1	0	0	0	0	0
Chr1	-	3UTR	10013495	AT1G28480	3	0	0	0	0	0
Chr1	+	3UTR	10018072	AT1G28490	1	0	0	0	0	1
Chr1	+	3UTR	10018021	AT1G28490	1	4	0	0	0	1
Chr1	+	3UTR	10017975	AT1G28490	7	31	0	0	0	0
Chr1	+	3UTR	10017946	AT1G28490	3	26	0	0	0	0
Chr1	+	3UTR	10026322	AT1G28510	1	0	0	0	0	0
Chr1	+	3UTR	10026292	AT1G28510	1	0	0	0	0	1
Chr1	+	3UTR	10026246	AT1G28510	4	0	0	0	0	1
Chr1	+	3UTR	10026129	AT1G28510	3	0	0	0	0	1
Chr1	+	3UTR	10032034	AT1G28520	1	0	0	0	0	1
